Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A1D5PC37	1	Sorting nexin OS=Gallus gallus OX=9031 GN=SNX33 PE=1 SV=1	SNX33	Down	0.5668118123499265
A0A8V0ZF83	1	Metalloendopeptidase OS=Gallus gallus OX=9031 GN=TLL2 PE=4 SV=1	TLL2	Down	0.6520337158639339
A0A1D5PXH4	1	glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Gallus gallus OX=9031 GN=GFPT1 PE=1 SV=1	GFPT1	Up	2.6039497519765686
A0A8V1AK88	1	Farnesyl pyrophosphate synthase OS=Gallus gallus OX=9031 GN=FDPS PE=3 SV=1	FDPS	Down	0.4000341324208312
A0A8V1AMY7	1	Thioredoxin domain-containing protein 17 OS=Gallus gallus OX=9031 GN=TXNDC17 PE=1 SV=1	TXNDC17	Up	2.410213807695058
A0A8V0XF68	1	Mitochondrial inner membrane protease subunit 2 OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.18748793824380836
A0A8V0ZXC9	1	Exostosin like glycosyltransferase 2 OS=Gallus gallus OX=9031 GN=EXTL2 PE=1 SV=1	EXTL2	Down	0.6033231293336868
A0A8V0YH66	1	Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Gallus gallus OX=9031 GN=HDHD2 PE=1 SV=1	HDHD2	Up	2.7760598136348564
A0A8V0Y3U3	1	Ovodefensin A1 OS=Gallus gallus OX=9031 GN=OvoDA1 PE=4 SV=1	OvoDA1	Up	2.0692650510271355
A0A8V0Z9M9	1	Ubiquitin-like modifier-activating enzyme 5 OS=Gallus gallus OX=9031 GN=UBA5 PE=3 SV=1	UBA5	Up	6.799280245289926
A0A8V1AJ29	1	Eosinophil peroxidase OS=Gallus gallus OX=9031 GN=LPO PE=1 SV=1	LPO	Up	5.966464396441222
A0A8V1A0C9	1	High density lipoprotein binding protein OS=Gallus gallus OX=9031 GN=HDLBP PE=1 SV=1	HDLBP	Up	2.4583233159699036
A0A8V0XZ15	1	Hyaluronan and proteoglycan link protein 1 OS=Gallus gallus OX=9031 GN=HAPLN1 PE=3 SV=1	HAPLN1	Up	2.1455093067514963
Q8QFM7	1	Prostaglandin-H2 D-isomerase OS=Gallus gallus OX=9031 GN=L-PGDS PE=1 SV=1	L-PGDS	Up	2.49373186533646
A0A8V0YMR1	1	Follistatin like 4 OS=Gallus gallus OX=9031 GN=FSTL4 PE=4 SV=1	FSTL4	Down	0.5443162905459666
A0A8V0ZF17	1	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	Down	0.5468913528563811
A0A8V0ZG90	1	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	Down	0.5251003922082541
A0A8V0ZHX5	1	von Willebrand factor A domain containing 2 OS=Gallus gallus OX=9031 GN=VWA2 PE=4 SV=1	VWA2	Down	0.17010644659729698
A0A8V0ZY56	1	Cold shock domain containing E1 OS=Gallus gallus OX=9031 GN=CSDE1 PE=1 SV=1	CSDE1	Up	1.624828310979118
A0A8V0Y9D6	1	NEK6-subfamily protein kinase OS=Gallus gallus OX=9031 GN=NEK7 PE=1 SV=1	NEK7	Up	4.045389728096676
A0A8V1AKB5	1	Septin 9 OS=Gallus gallus OX=9031 GN=SEPTIN9 PE=1 SV=1	SEPTIN9	Up	2.3702037761736228
A0A3Q2U9U9	1	Serine/threonine-protein kinase OSR1 OS=Gallus gallus OX=9031 GN=OXSR1 PE=1 SV=1	OXSR1	Up	2.3258391949094035
A0A1D5NTR5	1	Teneurin transmembrane protein 2 OS=Gallus gallus OX=9031 GN=TENM2 PE=3 SV=2	TENM2	Down	0.6229617035057889
A0A8V0Z1C5	1	cardiolipin synthase (CMP-forming) OS=Gallus gallus OX=9031 GN=CRLS1 PE=4 SV=1	CRLS1	Down	0.3743596976856259
A0A8V0Y2H5	1	Galectin OS=Gallus gallus OX=9031 GN=LGALS1A PE=1 SV=1	LGALS1A	Up	1.6788495417792852
A0A8V1AB20	1	Zinc finger ZZ-type and EF-hand domain containing 1 OS=Gallus gallus OX=9031 GN=ZZEF1 PE=1 SV=1	ZZEF1	Up	2.7469913599773697
A0A8V0YFF0	1	TBC1 domain family member 8B OS=Gallus gallus OX=9031 GN=TBC1D8B PE=1 SV=1	TBC1D8B	Up	1.8868188145074452
A0A8V1AB09	1	Ankyrin repeat and FYVE domain containing 1 OS=Gallus gallus OX=9031 GN=ANKFY1 PE=1 SV=1	ANKFY1	Up	3.3176954360773947
A0A8V0Z7D4	1	Myoferlin OS=Gallus gallus OX=9031 GN=MYOF PE=1 SV=1	MYOF	Down	0.6264841471252245
A0A8V0YQV1	1	Reticulon OS=Gallus gallus OX=9031 GN=RTN4 PE=1 SV=1	RTN4	Up	4.678260073107571
A0A8V0ZB91	1	Semaphorin 7A (John Milton Hagen blood group) OS=Gallus gallus OX=9031 GN=SEMA7A PE=1 SV=1	SEMA7A	Down	0.5029381621924516
A0A1D5PHW5	1	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=NRK PE=3 SV=2	NRK	Down	0.6179725843471319
A0A8V0YQZ5	1	Nudix hydrolase 16 like 1 OS=Gallus gallus OX=9031 GN=NUDT16L1 PE=1 SV=1	NUDT16L1	Up	3.0341748245572324
A0A8V1A6U2	1	Acyl-coenzyme A thioesterase THEM4 OS=Gallus gallus OX=9031 GN=THEM4 PE=3 SV=1	THEM4	Down	0.6578007494054775
R4GFJ0	1	Carboxypeptidase E OS=Gallus gallus OX=9031 GN=CPE PE=1 SV=2	CPE	Up	4.04459508284156
Q5ZKE5	1	45 kDa calcium-binding protein OS=Gallus gallus OX=9031 GN=SDF4 PE=2 SV=2	SDF4	Up	1.8752527871402649
A0A8V0YBU4	1	Pyridoxal kinase OS=Gallus gallus OX=9031 GN=PDXK PE=1 SV=1	PDXK	Up	1.6350285087492369
A0A8V0YPQ6	1	Dynein axonemal intermediate chain 7 OS=Gallus gallus OX=9031 GN=DNAI7 PE=3 SV=1	DNAI7	Down	0.5322987972581045
A0A8V1AFP1	1	DUF4455 domain-containing protein OS=Gallus gallus OX=9031 GN=CCDC180 PE=4 SV=1	CCDC180	Down	0.4445785466303101
A0A8V0XAN3	1	SH3 domain-containing YSC84-like protein 1 OS=Gallus gallus OX=9031 GN=SH3YL1 PE=1 SV=1	SH3YL1	Down	0.5392063240119382
A0A8V0ZUA4	1	Transmembrane p24 trafficking protein 2 OS=Gallus gallus OX=9031 GN=TMED2 PE=1 SV=1	TMED2	Up	2.6172290460727563
A0A8V0Y2E5	1	Hyaluronan synthase 2 OS=Gallus gallus OX=9031 GN=HAS2 PE=3 SV=1	HAS2	Down	0.4760434235769389
A0A8V0XFL3	1	Coiled-coil and C2 domain containing 1A OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.6044270206773569
A0A8V0YEH8	1	Sidoreflexin OS=Gallus gallus OX=9031 GN=SFXN1 PE=1 SV=1	SFXN1	Up	2.6044305002761328
A0A1D5P4Z5	1	Peflin OS=Gallus gallus OX=9031 GN=PEF1 PE=1 SV=2	PEF1	Up	1.6326310390859062
A0A8V1ACU1	1	DNA polymerase delta interacting protein 2 OS=Gallus gallus OX=9031 GN=POLDIP2 PE=1 SV=1	POLDIP2	Down	0.6501321477347466
A0A8V0X5K9	1	Glycoprotein M6B OS=Gallus gallus OX=9031 GN=GPM6B PE=1 SV=1	GPM6B	Down	0.4736141030999812
A0A8V0XRN3	1	Nephronectin OS=Gallus gallus OX=9031 GN=NPNT PE=1 SV=1	NPNT	Down	0.4325768720359645
P33005	1	Anosmin-1 OS=Gallus gallus OX=9031 GN=ANOS1 PE=2 SV=2	ANOS1	Down	0.5041081525923173
Q6JHU8	1	Prolyl 3-hydroxylase 1 OS=Gallus gallus OX=9031 GN=P3H1 PE=1 SV=1	P3H1	Down	0.5398693913884264
A0A1D5PMF4	1	Cysteine rich secretory protein 3 OS=Gallus gallus OX=9031 GN=CRISP2 PE=3 SV=2	CRISP2	Down	0.5745477028704314
A0A8V0YU83	1	Phospholipid-transporting ATPase OS=Gallus gallus OX=9031 GN=ATP10A PE=3 SV=1	ATP10A	Down	0.6632068974386087
A0A8V0YS41	1	Septin OS=Gallus gallus OX=9031 GN=SEPTIN14 PE=1 SV=1	SEPTIN14	Up	3.092918003642356
A0A8V0YDF1	1	Myosin XVI OS=Gallus gallus OX=9031 GN=MYO16 PE=3 SV=1	MYO16	Up	4.376865798897287
A0A8V0YHG3	1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Gallus gallus OX=9031 GN=NAXD PE=1 SV=1	NAXD	Up	2.238741144220157
A0A8V0YP03	1	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	Up	1.5307554983079956
A0A8V0XLN9	1	Solute carrier family 39 member 8 OS=Gallus gallus OX=9031 GN=SLC39A8 PE=1 SV=1	SLC39A8	Down	0.6336359444909834
A0A8V0YW57	1	DNA mismatch repair protein OS=Gallus gallus OX=9031 GN=MSH2 PE=1 SV=1	MSH2	Down	0.17041119536751195
A0A8V1AKZ9	1	Septin OS=Gallus gallus OX=9031 GN=SEPTIN4 PE=3 SV=1	SEPTIN4	Up	3.368818211922863
A0A8V1A1K6	1	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=LOC121106477 PE=4 SV=1	LOC121106477	Down	0.6150560688103789
A0A8V0ZKA8	1	Oxysterol-binding protein OS=Gallus gallus OX=9031 GN=OSBP PE=1 SV=1	OSBP	Up	1.9630351625717224
A0A8V0ZSG8	1	Histone deacetylase OS=Gallus gallus OX=9031 GN=HDAC7 PE=3 SV=1	HDAC7	Down	0.15318228967080535
A0A8V0XBM3	1	Galectin OS=Gallus gallus OX=9031 GN=LGALS1B PE=4 SV=1	LGALS1B	Up	2.635201520607172
A0A8V0ZDU4	1	Semaphorin 4G OS=Gallus gallus OX=9031 GN=SEMA4G PE=1 SV=1	SEMA4G	Down	0.4022067225508031
A0A8V0YG88	1	Myosin IB OS=Gallus gallus OX=9031 GN=MYO1B PE=1 SV=1	MYO1B	Down	0.4297359245626741
A0A8V0XKL1	1	GIPC PDZ domain containing family member 1 OS=Gallus gallus OX=9031 GN=GIPC1 PE=1 SV=1	GIPC1	Up	1.527719226589452
A0A8V0ZUZ0	1	Suppressor of tumorigenicity 14 protein homolog OS=Gallus gallus OX=9031 GN=ST14 PE=1 SV=1	ST14	Down	0.6542322086839069
A0A8V1A7V4	1	Small ribosomal subunit protein eS25 OS=Gallus gallus OX=9031 GN=SLC37A4 PE=1 SV=1	SLC37A4	Up	3.7347103401726383
A0A8V0ZIX6	1	Ovochymase 2 OS=Gallus gallus OX=9031 GN=OVCH1 PE=1 SV=1	OVCH1	Down	0.13114250017802004
A0A8V0Z6Z2	1	Leucine rich repeat neuronal 4 OS=Gallus gallus OX=9031 GN=LRRN4 PE=1 SV=1	LRRN4	Up	1.612213920450359
A0A8V0ZCX6	1	Ciliary rootlet coiled-coil, rootletin OS=Gallus gallus OX=9031 GN=CROCC PE=1 SV=1	CROCC	Up	3.0477190321438314
A0A8V0ZWX1	1	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	Up	1.8618674637264332
A0A8V1A108	1	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	Up	1.6169132605460412
A0A8V0Y478	1	Protocadherin gamma subfamily C, 3 OS=Gallus gallus OX=9031 GN=PCDHGC5 PE=4 SV=1	PCDHGC5	Down	0.3966340370027986
A0A8V0ZCP8	1	Citrate transport protein OS=Gallus gallus OX=9031 GN=SLC25A1 PE=1 SV=1	SLC25A1	Up	5.441610719558739
A0A8V0ZDZ5	1	Tumor necrosis factor superfamily member 10 OS=Gallus gallus OX=9031 GN=TNFSF10 PE=3 SV=1	TNFSF10	Down	0.6560358536937979
A0A8V0X9N1	1	2-hydroxyacyl-CoA lyase 2 OS=Gallus gallus OX=9031 GN=ILVBL PE=1 SV=1	ILVBL	Down	0.3815009021278013
A0A8V0ZES4	1	Metal transporter OS=Gallus gallus OX=9031 GN=CNNM4 PE=1 SV=1	CNNM4	Down	0.5349645143679587
A0A8V0ZA56	1	Proprotein convertase subtilisin/kexin type 6 OS=Gallus gallus OX=9031 GN=PCSK6 PE=3 SV=1	PCSK6	Down	0.6383002290263653
