Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0Z1C1	1	ERBB receptor feedback inhibitor 1 OS=Gallus gallus OX=9031 GN=ERRFI1 PE=4 SV=1	ERRFI1	Down	0.4425565240156539
A0A8V1AJ89	1	NAD(P)H-hydrate epimerase OS=Gallus gallus OX=9031 GN=APOA1BP PE=3 SV=1	APOA1BP	Down	0.627965580305597
R4GKL8	1	C1q and TNF related 3 OS=Gallus gallus OX=9031 GN=C1QTNF3 PE=1 SV=4	C1QTNF3	Down	0.6039748292436123
P02845	1	Vitellogenin-2 OS=Gallus gallus OX=9031 GN=VTG2 PE=1 SV=1	VTG2	Up	1.5843232835727512
A0A8V0Z932	1	Vitellogenin 2 OS=Gallus gallus OX=9031 GN=VTG2 PE=1 SV=1	VTG2	Up	1.6685678446130026
A0A8V0YHC1	1	Collagen type VI alpha 1 chain OS=Gallus gallus OX=9031 GN=COL6A1 PE=4 SV=1	COL6A1	Down	0.3691468907491016
A0A8V0YQV1	1	Reticulon OS=Gallus gallus OX=9031 GN=RTN4 PE=1 SV=1	RTN4	Up	2.871625420384965
A0A8V0ZGJ2	1	Forkhead associated phosphopeptide binding domain 1 OS=Gallus gallus OX=9031 GN=FHAD1 PE=4 SV=1	FHAD1	Down	0.6494190315753099
A0A8V0ZKA8	1	Oxysterol-binding protein OS=Gallus gallus OX=9031 GN=OSBP PE=1 SV=1	OSBP	Up	1.5610272109506769
A0A8V0Z7D4	1	Myoferlin OS=Gallus gallus OX=9031 GN=MYOF PE=1 SV=1	MYOF	Down	0.5588363375778623
A0A8V0Z0W8	1	Periplakin OS=Gallus gallus OX=9031 GN=PPL PE=1 SV=1	PPL	Up	1.9950338110678512
A0A8V1A081	1	V-ets avian erythroblastosis virus E26 onco homolog 1 OS=Gallus gallus OX=9031 GN=ETS1 PE=3 SV=1	ETS1	Down	0.4539295597579253
A0A8V0Z3D0	1	Chloride channel protein 2 OS=Gallus gallus OX=9031 GN=CLCN2 PE=3 SV=1	CLCN2	Up	1.5628833805646234
A0A8V0Z0M2	1	Tumor necrosis factor superfamily member 10 OS=Gallus gallus OX=9031 GN=TNFSF10 PE=3 SV=1	TNFSF10	Up	1.7125301474019017
A0A8V0Y9B4	1	Katanin p60 ATPase-containing subunit A-like 2 OS=Gallus gallus OX=9031 GN=KATNAL2 PE=1 SV=1	KATNAL2	Up	1.5877095841265192
A0A8V0Y795	1	Isochorismatase domain-containing protein 1 OS=Gallus gallus OX=9031 GN=ISOC1 PE=1 SV=1	ISOC1	Down	0.5048478097390507
A0A8V1A6X0	1	Secretogranin II OS=Gallus gallus OX=9031 GN=SCG2 PE=1 SV=1	SCG2	Down	0.4736633412480174
A0A8V1AM51	1	Dynein axonemal heavy chain 9 OS=Gallus gallus OX=9031 GN=DNAH9 PE=1 SV=1	DNAH9	Down	0.6478346380779761
A0A8V1A0C2	1	Glutathione S-transferase kappa OS=Gallus gallus OX=9031 GN=GSTK1 PE=1 SV=1	GSTK1	Up	2.30947826717945
A0A8V0Y6T6	1	Uncharacterized protein OS=Gallus gallus OX=9031 GN=SPAG8 PE=4 SV=1	SPAG8	Down	0.5380591249144157
A0A8V0Y4R7	1	CD99 molecule like 2 OS=Gallus gallus OX=9031 GN=CD99L2 PE=1 SV=1	CD99L2	Down	0.5868854647711369
A0A8V0XKW4	1	HtrA serine peptidase 2 OS=Gallus gallus OX=9031 GN=HTRA2 PE=1 SV=1	HTRA2	Up	2.9443417008035038
A0A1D5NW85	1	Extracellular fatty acid-binding protein OS=Gallus gallus OX=9031 GN=EXFABP PE=1 SV=1	EXFABP	Down	0.28363010804611577
A0A8V1AHP7	1	Angiopoietin-related protein 4 OS=Gallus gallus OX=9031 GN=ANGPTL4 PE=4 SV=1	ANGPTL4	Up	3.459481675117443
O42273	1	Protein TENP OS=Gallus gallus OX=9031 GN=TENP PE=1 SV=1	TENP	Down	0.010705946997378993
A0A8V0YRT1	1	Lipid-binding serum glycoprotein C-terminal domain-containing protein OS=Gallus gallus OX=9031 GN=BPIFB2 PE=1 SV=1	BPIFB2	Down	0.008720382834688557
A0A8V0Z788	1	Microfibril associated protein 2 OS=Gallus gallus OX=9031 GN=MFAP2 PE=1 SV=1	MFAP2	Down	0.34466458067322403
A0A8V0YZN0	1	Protein-glutamine gamma-glutamyltransferase 2 OS=Gallus gallus OX=9031 GN=TGM2 PE=1 SV=1	TGM2	Up	1.7038216886302768
A0A8V1ADF1	1	Fucosyltransferase OS=Gallus gallus OX=9031 GN=FUT6 PE=3 SV=1	FUT6	Down	0.4094992780982464
A0A8V1AJ29	1	Eosinophil peroxidase OS=Gallus gallus OX=9031 GN=LPO PE=1 SV=1	LPO	Up	2.8342101790084953
A0A8V0ZCX6	1	Ciliary rootlet coiled-coil, rootletin OS=Gallus gallus OX=9031 GN=CROCC PE=1 SV=1	CROCC	Up	1.7647684340034189
K9JA28	1	Interferon lambda receptor 1 OS=Gallus gallus OX=9031 GN=IFNLR1 PE=2 SV=1	IFNLR1	Up	2.0516086487706784
A0A8V0YXI9	1	Fibulin 7 OS=Gallus gallus OX=9031 GN=FBLN7 PE=4 SV=1	FBLN7	Down	0.534123659652925
O42220	1	Growth/differentiation factor 8 OS=Gallus gallus OX=9031 GN=MSTN PE=2 SV=1	MSTN	Up	2.0257953709004664
A0A8V1AAN2	1	Tumor necrosis factor superfamily member 15 OS=Gallus gallus OX=9031 GN=TNFSF15 PE=3 SV=1	TNFSF15	Down	0.6336771144780013
P17790	1	Basigin OS=Gallus gallus OX=9031 GN=BSG PE=1 SV=2	BSG	Up	1.7994356096715487
A0A8V0ZBS5	1	Centrosomal protein 104 OS=Gallus gallus OX=9031 GN=CEP104 PE=4 SV=1	CEP104	Down	0.37884438522423614
A0A8V0Z420	1	3-ketoacyl-CoA reductase OS=Gallus gallus OX=9031 GN=HSD17B12 PE=1 SV=1	HSD17B12	Up	2.0500212874303982
A0A8V0ZES4	1	Metal transporter OS=Gallus gallus OX=9031 GN=CNNM4 PE=1 SV=1	CNNM4	Down	0.6003706460482144
A0A8V0ZFY3	1	Cerebellar deration related protein 2 OS=Gallus gallus OX=9031 GN=CDR2 PE=3 SV=1	CDR2	Down	0.2125863172595725
A0A8V1AKZ9	1	Septin OS=Gallus gallus OX=9031 GN=SEPTIN4 PE=3 SV=1	SEPTIN4	Up	1.8091499360541232
A0A8V0ZIZ0	1	Katanin p80 WD40 repeat-containing subunit B1 OS=Gallus gallus OX=9031 GN=KATNB1 PE=3 SV=1	KATNB1	Down	0.5773335038086479
A0A8V1AFE7	1	LRRCT domain-containing protein OS=Gallus gallus OX=9031 GN=LRG1 PE=4 SV=1	LRG1	Down	0.3152274779206245
A0A1D5P263	1	Acyl-protein thioesterase 1 OS=Gallus gallus OX=9031 GN=LYPLA1 PE=1 SV=1	LYPLA1	Up	1.5473388293303287
A0A8V0XW00	1	CD72 molecule like 1 OS=Gallus gallus OX=9031 GN=CD72L1 PE=4 SV=1	CD72L1	Up	5.659226190476191
A0A8V0Y8Q2	1	C-type lectin domain-containing protein OS=Gallus gallus OX=9031 GN=CD72L2 PE=4 SV=1	CD72L2	Up	4.122007508347848
A0A8V0YIB0	1	VWFC domain-containing protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	Up	2.386254805052169
A0A8V1A0C9	1	High density lipoprotein binding protein OS=Gallus gallus OX=9031 GN=HDLBP PE=1 SV=1	HDLBP	Up	1.583438482185873
A0A8V0ZX92	1	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP1A1 PE=1 SV=1	ATP1A1	Up	2.8361394635316985
A0A8V1A1C6	1	Follistatin like 1 OS=Gallus gallus OX=9031 GN=FSTL1 PE=1 SV=1	FSTL1	Down	0.6547622199997148
A0A3Q2U9U9	1	Serine/threonine-protein kinase OSR1 OS=Gallus gallus OX=9031 GN=OXSR1 PE=1 SV=1	OXSR1	Up	1.648178692236728
A0A8V0YY54	1	Lamin-L(III) OS=Gallus gallus OX=9031 GN=LMNAL PE=1 SV=1	LMNAL	Up	2.638848341232228
A0A8V1A134	1	TNF receptor superfamily member 6b OS=Gallus gallus OX=9031 GN=TNFRSF6B PE=1 SV=1	TNFRSF6B	Down	0.40816139927473577
E1C733	1	Chemokine OS=Gallus gallus OX=9031 GN=CCL26 PE=1 SV=1	CCL26	Up	2.2964839791065716
A0A8V0YU17	1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=BDH1A PE=1 SV=1	BDH1A	Up	3.4073587401217624
A0A8V0YAT1	1	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	Down	0.5550153038397379
A0A8V0Y5K2	1	Fibroblast growth factor binding protein 1 OS=Gallus gallus OX=9031 GN=FGFBP1 PE=3 SV=1	FGFBP1	Down	0.4716726965233773
A0A8V1AAF2	1	Macrophage migration inhibitory factor OS=Gallus gallus OX=9031 GN=MIF PE=3 SV=1	MIF	Up	3.1404220917368733
A0A8V0Y2M4	1	Adhesion G protein-coupled receptor A3 OS=Gallus gallus OX=9031 GN=ADGRA3 PE=3 SV=1	ADGRA3	Down	0.6174702545655784
A0A8V0YXI7	1	UDP-glucose 6-dehydrogenase OS=Gallus gallus OX=9031 GN=UGDH PE=3 SV=1	UGDH	Up	2.4802914733314045
A0A8V0X829	1	Sodium channel subunit beta-1 OS=Gallus gallus OX=9031 GN=LOC107051305 PE=3 SV=1	LOC107051305	Up	2.144408008995696
A0A3Q3ALT4	1	Uncharacterized protein OS=Gallus gallus OX=9031 GN=ADAP1L PE=4 SV=1	ADAP1L	Down	0.3722103942829793
A0A1D5P692	1	Histamine N-methyltransferase OS=Gallus gallus OX=9031 GN=HNMT PE=1 SV=1	HNMT	Up	3.711943984901088
A0A3Q2U892	1	Meningioma expressed antigen 5 (hyaluronidase) OS=Gallus gallus OX=9031 GN=MGEA5 PE=1 SV=1	MGEA5	Up	2.4080319774276986
A0A8V0Z4P8	1	StAR-related lipid transfer protein 9 OS=Gallus gallus OX=9031 GN=STARD9 PE=3 SV=1	STARD9	Down	0.20961497816886526
A0A8V0XN00	1	Cilia and flagella associated protein 69 OS=Gallus gallus OX=9031 GN=CFAP69 PE=1 SV=1	CFAP69	Down	0.5176937475913453
A0A8V0ZR84	1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	Down	0.6217696592405033
A0A8V0ZYN6	1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	Down	0.5745172400142513
A0A8V1AB67	1	Ras-related protein Rab-3 OS=Gallus gallus OX=9031 GN=RAB3A PE=3 SV=1	RAB3A	Down	0.3816493104418801
A0A8V0Z066	1	Kinectin 1 OS=Gallus gallus OX=9031 GN=KTN1 PE=1 SV=1	KTN1	Up	2.4403849413359953
A0A8V0YBR3	1	Translocator protein OS=Gallus gallus OX=9031 GN=TSPO PE=1 SV=1	TSPO	Up	1.601233635991114
A0A8V0XSB0	1	AAA+ ATPase domain-containing protein OS=Gallus gallus OX=9031 GN=DNAH5L PE=1 SV=1	DNAH5L	Down	0.5741458219862942
A0A8V0YAJ1	1	Neurotensin/neuromedin N OS=Gallus gallus OX=9031 GN=NTS PE=3 SV=1	NTS	Up	1.6374521438844922
P84229	1	Histone H3.2 OS=Gallus gallus OX=9031 GN=H3-I PE=1 SV=2	H3-I	Up	1.5381160356052297
A0A8V0Z857	1	Repulsive guidance molecule family member a OS=Gallus gallus OX=9031 GN=RGMA PE=3 SV=1	RGMA	Down	0.6282030866335337
P13648	1	Lamin-A OS=Gallus gallus OX=9031 GN=LMNA PE=2 SV=1	LMNA	Up	1.7678648598321287
A0A8V0X8U3	1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 OS=Gallus gallus OX=9031 GN=ASAP2 PE=4 SV=1	ASAP2	Down	0.5904197095445082
A0A8V0YYQ7	1	Cilia and flagella associated protein 70 OS=Gallus gallus OX=9031 GN=CFAP70 PE=1 SV=1	CFAP70	Down	0.4229056561485223
A0A8V0XF39	1	Coiled-coil domain containing 170 OS=Gallus gallus OX=9031 GN=CCDC170 PE=1 SV=1	CCDC170	Down	0.6320855554101048
A0A8V0ZA56	1	Proprotein convertase subtilisin/kexin type 6 OS=Gallus gallus OX=9031 GN=PCSK6 PE=3 SV=1	PCSK6	Down	0.3633933855273242
A0A8V0ZZ05	1	Aminopeptidase OS=Gallus gallus OX=9031 GN=NPEPPS PE=1 SV=1	NPEPPS	Up	1.6671553636535406
A0A8V0YA67	1	N-acylneuraminate cytidylyltransferase OS=Gallus gallus OX=9031 GN=CMAS PE=1 SV=1	CMAS	Up	1.8623595817422964
A0A8V0Z6I7	1	Prenylcysteine oxidase 1 OS=Gallus gallus OX=9031 GN=PCYOX1 PE=1 SV=1	PCYOX1	Up	2.9351970061903065
A0A8V0ZNH3	1	Transmembrane protease serine 4 OS=Gallus gallus OX=9031 GN=TMPRSS4 PE=4 SV=1	TMPRSS4	Down	0.4901068075912256
A0A1D5PLF4	1	Myelin protein zero like 2 OS=Gallus gallus OX=9031 GN=MPZL2 PE=4 SV=2	MPZL2	Down	0.6023777194135387
A0A1D5PD70	1	GDP-mannose 4,6-dehydratase OS=Gallus gallus OX=9031 GN=GMDS PE=1 SV=2	GMDS	Up	1.6450800393175595
A0A8V0XDR8	1	Laminin subunit alpha 2 OS=Gallus gallus OX=9031 GN=LAMA2 PE=1 SV=1	LAMA2	Up	1.5949950149551346
A0A8V0YAR4	1	Lymphocyte antigen 86 OS=Gallus gallus OX=9031 GN=LY86 PE=1 SV=1	LY86	Down	0.5853122610982628
A0A8V0Y4P5	1	Translocon-associated protein subunit alpha OS=Gallus gallus OX=9031 GN=SSR1 PE=1 SV=1	SSR1	Up	2.4591290425260146
A0A1L1RQP3	1	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	Up	1.8708541410900412
F1NYI3	1	RNA-splicing ligase RtcB homolog OS=Gallus gallus OX=9031 GN=RTCB PE=1 SV=2	RTCB	Up	2.8136810622783783
A0A1D5PM19	1	Myosin-9 OS=Gallus gallus OX=9031 GN=MYH9 PE=1 SV=2	MYH9	Up	1.697492254015508
A0A8V0YUW8	1	Toll-like receptor 1 family member B OS=Gallus gallus OX=9031 GN=TLR1B PE=3 SV=1	TLR1B	Down	0.4376568651752105
